pid|url|brand|name|year|gender|collection|main_photo|info_card|user_photoes|video_url|accords|notes_pyramid|perfumers|description|rating|reviews_count|appreciation|price_value|gender_votes|longevity|sillage|season|time_of_day|pros_cons|by_designer|in_collection|reminds_of|also_like|news_ids
485|https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-485.html|Dolce&Gabbana;b72|Light Blue|2001|for women|LIGHT BLUE BY DOLCE&GABBANA|https://fimgs.net/mdimg/perfume-thumbs/375x500.485.jpg|https://www.fragrantica.com/mdimg/perfume-social-cards/en-p_c_485.jpeg|https://fimgs.net/mdimg/perfume-social-cards/en-p_c_485.jpeg;https://fimgs.net/photogram/p1200/kv/xs/b1N8hBI9CPWJm52u.jpg;https://fimgs.net/photogram/p1200/2u/xl/DZSrlnRb27WtN7Xw.jpg;https://fimgs.net/photogram/p1200/0w/bg/Sc6LuYQXNkqafT1C.jpg;https://fimgs.net/photogram/p1200/zu/u6/alY393JKhYVO2kxV.jpg;https://fimgs.net/photogram/p1200/yn/07/etKZC17ro940Tno2.jpg;https://fimgs.net/photogram/p1200/31/sq/DwbILRG2Y6QOlWey.jpg;https://fimgs.net/photogram/p1200/be/ap/U4DgFRc3hBy79AfG.jpg;https://fimgs.net/photogram/p1200/4j/an/T8SNk90HFgPnsnlJ.jpg;https://fimgs.net/photogram/p1200/vb/wd/A6eq4PZVFOp9xPYV.jpg;https://fimgs.net/photogram/p1200/dr/4k/iiEUx13qwUzFONyO.jpg;https://fimgs.net/photogram/p1200/ob/x9/bVM54Mbu6O39YXex.jpg;https://fimgs.net/photogram/p1200/pw/ho/ETHl8VdCwSQjj0IP.jpg;https://fimgs.net/photogram/p1200/yc/ve/2TebkSLecNTmL7zL.jpg;https://fimgs.net/photogram/p1200/k7/sl/L6dILh00jSNg69dE.jpg;https://fimgs.net/photogram/p1200/ry/aa/eAYTY6tIFma4PAEX.jpg;https://fimgs.net/photogram/p1200/ym/9v/VdtSJTjHlw8vRW77.jpg;https://fimgs.net/photogram/p1200/42/oc/ldWltAAgZJgYTf9m.jpg;https://fimgs.net/photogram/p1200/ty/bw/NBQRpdb10H652HlL.jpg;https://fimgs.net/photogram/p1200/hj/0d/laaVHxwf4GGFs4BX.jpg;https://fimgs.net/photogram/p1200/nf/to/U8UYZE9heyp5uNGX.jpg;https://fimgs.net/photogram/p1200/56/zn/X5Ituldxdi7dGDvh.jpg;https://fimgs.net/photogram/p1200/cy/aw/xAhE9Xw7VwgxjURL.jpg;https://fimgs.net/photogram/p1200/ma/io/1FGwRFkIOZwPr16e.jpg;https://fimgs.net/photogram/p1200/xx/fr/Conc2bXAvH1oBgo4.jpg;https://fimgs.net/photogram/p1200/hi/d6/icEXTeUVh6apOh7L.jpg;https://fimgs.net/photogram/p1200/ud/lu/RD62tV8yYNaUvl6S.jpg;https://fimgs.net/photogram/p1200/qy/z2/TbIGfLpRjpvT0SFb.jpg;https://fimgs.net/photogram/p1200/ea/ub/PJS3jHGgDL1JTnba.jpg;https://fimgs.net/photogram/p1200/pa/38/wop3y6dk9E14CP1x.jpg;https://fimgs.net/photogram/p1200/fk/dz/pySNcUj6vgIxaaCR.jpg;https://fimgs.net/photogram/p1200/vk/fr/tEp6mSzgcBkI8vFs.jpg;https://fimgs.net/photogram/p1200/iq/ce/e4xwBzQUr5R1Q1DI.jpg;https://fimgs.net/photogram/p1200/yl/iy/X8pZAgeU56P7rh4M.jpg;https://fimgs.net/photogram/p1200/7p/bj/C2UFS4idgDipzkDX.jpg;https://fimgs.net/photogram/p1200/bs/j2/dGZzYUBW0KZcVbCW.jpg;https://fimgs.net/photogram/p1200/kh/ng/hHN9fRrDSQtLmM0R.jpg;https://fimgs.net/photogram/p1200/cm/na/cN3GyrkKDTIoSCHc.jpg;https://fimgs.net/photogram/p1200/6f/l1/yB9LRJWiWsCEBgFX.jpg;https://fimgs.net/photogram/p1200/z5/mh/WLK61HqjEQii0B8Z.jpg;https://fimgs.net/photogram/p1200/5f/qs/7E6hOK99JAn3NKce.jpg;https://fimgs.net/photogram/p1200/bb/zt/Dt3g53agSPIMEtWW.jpg;https://fimgs.net/photogram/p1200/he/ov/O72l4h3h3PLHfMpk.jpg;https://fimgs.net/photogram/p1200/sx/ot/N9qQTtHKTGUHaaB3.jpg;https://fimgs.net/photogram/p1200/pe/ue/4D3F8gXYy0fLHNhg.jpg;https://fimgs.net/photogram/p1200/kp/iz/dGwMlxrWvIaXMARA.jpg|https://www.youtube.com/watch?v=zLrUJY4D5Bc;https://www.youtube.com/watch?v=pn8t_uOAHlU|a24:100;a91:75;a33:63;a35:59;a8:54;a53:49;a62:47;a38:44|top(Sicilian Lemon,n77,https://fimgs.net/mdimg/sastojci/t.77.jpg,1.0,5.0;Apple,n146,https://fimgs.net/mdimg/sastojci/t.146.jpg,0.96,3.67;Cedar,n41,https://fimgs.net/mdimg/sastojci/t.41.jpg,0.93,3.5;Bellflower,n293,https://fimgs.net/mdimg/sastojci/t.293.jpg,0.78,2.7;Cedar,n41,https://fimgs.net/mdimg/sastojci/t.41.jpg,0.93,3.5)middle(Bamboo,n42,https://fimgs.net/mdimg/sastojci/t.42.jpg,0.85,3.05;Jasmine,n14,https://fimgs.net/mdimg/sastojci/t.14.jpg,0.8,2.77;White Rose,n105,https://fimgs.net/mdimg/sastojci/t.105.jpg,0.74,2.5)base(Musk,n4,https://fimgs.net/mdimg/sastojci/t.4.jpg,0.85,3.05;Amber,n54,https://fimgs.net/mdimg/sastojci/t.54.jpg,0.74,2.52)|Olivier Cresp;p39|<p>Light Blue by Dolce&amp;Gabbana is a Floral Fruity fragrance for women. Light Blue was launched in 2001. The nose behind this fragrance is Olivier Cresp. Top notes are Sicilian Lemon, Apple, Cedar and Bellflower; middle notes are Bamboo, Jasmine and White Rose; base notes are Cedar, Musk and Amber. </p><p>Dolce &amp; Gabbana Light blue is a casual and breezy, sparkling fruity-floral scent that evokes the spirit of the Sicilian summer.</p><p>Mouth-watering and fresh notes of lime and cedar are bringing an image of the South woods on the seashore. A very popular summer fragrance. Launched in 2001.</p>|3.86;34434|2400|love:11100:32.13;like:14400:41.96;ok:2400:7.05;dislike:5900:17.17;hate:580:1.68|way_overpriced:429:5.0;overpriced:1600:21.0;ok:3800:49.0;good_value:1600:21.0;great_value:307:4.0|female:3500:37.0;more_female:2500:27.0;unisex:3100:33.0;more_male:154:2.0;male:95:1.0|very_weak:1100:9.0;weak:3000:24.0;moderate:6300:49.0;long_lasting:1900:15.0;eternal:519:4.0|intimate:3300:26.0;moderate:6800:54.0;strong:1900:15.0;enormous:534:4.0|winter:1800:11.37;spring:8500:54.87;summer:15500:100.0;fall:2000:12.69|day:14900:95.75;night:1900:11.93|pros(Clean and fresh scent,669,7;Good for summer season,620,10;Simple and easy to wear,556,14;Highly popular and well-liked fragrance,292,9;Crisp green apple and lemon notes,270,15;Soothing and uplifting,263,19;Highly versatile across any setting,244,35;Doesn't turn sour on the skin,221,26;Refreshing unisex appeal smells great on men,8,1)cons(May not work well with certain body chemistries,233,65;Sharp screechy citrus opening for some,259,160;Can smell like synthetic cleaning products,144,118;Short longevity requires frequent reapplication,3,3;Ubiquitous scent that lacks uniqueness,0,7)|56358;6086;15336;15335;48151;31909;101353;2056;113886;103330;59313;698;59312;63485;62311;96028;84951;78873;51249;28935|80376;29959;54494;72621;23619;66556;80377;104638;44034;29960;23620;66555;104984;14799;49202;36602;72622;14800;1068;49201;60037;54493;104985;60038;44035;36601;104639|728:4400:989;44034:1100:106;3116:1200:745;33237:696:119;644:865:513;3767:770:657;15280:431:97;47872:386:287;49201:218:45;80376:194:25;27679:194:48;3183:194:53;9200:192:82;909:201:106;30045:294:308;36910:158:49;84718:278:325;6272:212:193;58713:136:55;30500:130:45|988;14982;6086;704;253;611;209;632;8069;698;707;631;8442;210;25324;413;1733;219;1483;728|23896;23532;23260;23088;22952;22811;22583;22326;21854;21706;24364;24362;24351;24325;24359;24353;24361;24305;24347;24277;24360;24358;24350;24356;24331;24357;24345;24346;23688;24309
707|https://www.fragrantica.com/perfume/Mugler/Alien-707.html|Mugler;b92|Alien|2005|for women|Alien|https://fimgs.net/mdimg/perfume-thumbs/375x500.707.jpg|https://www.fragrantica.com/mdimg/perfume-social-cards/en-p_c_707.jpeg|https://fimgs.net/mdimg/perfume-social-cards/en-p_c_707.jpeg;https://fimgs.net/photogram/p1200/uc/e3/h7YZJXlVeYLey1Z3.jpg;https://fimgs.net/photogram/p1200/ch/1n/NoQ1zG01yHCwqiCq.jpg;https://fimgs.net/photogram/p1200/nk/fw/5TwW61dyTvwTBWj2.jpg;https://fimgs.net/photogram/p1200/kg/5w/Vzv31yGk9yepuqvN.jpg;https://fimgs.net/photogram/p1200/y5/tc/OhwqsmlS1Ax3xOry.jpg;https://fimgs.net/photogram/p1200/ld/jl/FaX5gFB0RTNL7BwO.jpg;https://fimgs.net/photogram/p1200/v5/8p/Tw1qLn5EFlHWV7jp.jpg;https://fimgs.net/photogram/p1200/kz/ho/OkQhWHKtxCUkFcoo.jpg;https://fimgs.net/photogram/p1200/ai/qw/MhdQv7kPDNIrVI5b.jpg;https://fimgs.net/photogram/p1200/io/xv/L3jp9lGFwyT99mvv.jpg;https://fimgs.net/photogram/p1200/ap/yi/ykzx2D3HDOoeBF3g.jpg;https://fimgs.net/photogram/p1200/wa/sf/IN1hmXT0qqu05gkN.jpg;https://fimgs.net/photogram/p1200/s3/ly/EUrK7wgbsBgRiTaU.jpg;https://fimgs.net/photogram/p1200/on/uj/hQHvl6qQTh4bAQxi.jpg;https://fimgs.net/photogram/p1200/bh/el/CqfYSs2dFy9Mx1Ky.jpg;https://fimgs.net/photogram/p1200/po/e9/lrVdVGfdep68ndwD.jpg;https://fimgs.net/photogram/p1200/av/qe/oHwcZSdkEJ4Dx81u.jpg;https://fimgs.net/photogram/p1200/9q/ts/SIqaT63W7gdCSnNE.jpg;https://fimgs.net/photogram/p1200/tx/vr/KjBbVQY5MrZHnSpm.jpg;https://fimgs.net/photogram/p1200/tw/qy/XQAaZBxQwPQTDqmo.jpg;https://fimgs.net/photogram/p1200/hy/dd/1vKhyTK8KIXf2Nwt.jpg;https://fimgs.net/photogram/p1200/zh/nq/dhSWhLro9PlCPkgM.jpg;https://fimgs.net/photogram/p1200/mh/qo/ZvN9Onl2MKkUmxKI.jpg;https://fimgs.net/photogram/p1200/p9/zj/d84WWxuTakSWWbS7.jpg;https://fimgs.net/photogram/p1200/mk/yq/jDQKoaUBHrHALJbm.jpg;https://fimgs.net/photogram/p1200/af/kf/707Y3mZoYcFkEjsB.jpg;https://fimgs.net/photogram/p1200/ds/wj/lZLKfm992nbnhQWk.jpg;https://fimgs.net/photogram/p1200/h1/9l/e2sEJMDwop2E5wLv.jpg;https://fimgs.net/photogram/p1200/kj/re/e99WZJb7iI0Xy0KW.jpg;https://fimgs.net/photogram/p1200/hl/c5/5TYqJToJs2TRrwZp.jpg;https://fimgs.net/photogram/p1200/tx/wc/INhPAbIYPDWQQPfm.jpg;https://fimgs.net/photogram/p1200/9j/y4/a871k1J70uTS4lcY.jpg;https://fimgs.net/photogram/p1200/fo/q6/hJKysadHb7PB8w7y.jpg;https://fimgs.net/photogram/p1200/ww/5q/qMG7KaqF8TdN2uXw.jpg;https://fimgs.net/photogram/p1200/zj/tl/h4rwtJa5rt2uGbMF.jpg;https://fimgs.net/photogram/p1200/kv/ql/u0UwJtfaY548aFOm.jpg;https://fimgs.net/photogram/p1200/fv/i9/adDEsgxZuIXKNE0C.jpg;https://fimgs.net/photogram/p1200/lj/lm/H3ksG60Ws9Qak8qr.jpg;https://fimgs.net/photogram/p1200/me/6v/Nmu5XwluYgDy6tiV.jpg;https://fimgs.net/photogram/p1200/lf/uj/6BMM8PmoVuca9E9Q.jpg;https://fimgs.net/photogram/p1200/a4/be/SHuHnrzuqe0OTDar.jpg;https://fimgs.net/photogram/p1200/r9/aq/lixCbtjnmBSDbEVZ.jpg;https://fimgs.net/photogram/p1200/rt/wn/vE6pQaW1mfeOWGV3.jpg;https://fimgs.net/photogram/p1200/a4/ub/P25Qg0w9wyprMfvl.jpg;https://fimgs.net/photogram/p1200/ux/f7/ATYWEAjDlQAANVCq.jpg;https://fimgs.net/photogram/p1200/nm/av/X2BjcOoRb8WNERUm.jpg;https://fimgs.net/photogram/p1200/kt/r9/9R04q4fYwWCxMzC4.jpg;https://fimgs.net/photogram/p1200/1j/i5/otiwajM5D5jeO9fJ.jpg;https://fimgs.net/photogram/p1200/f7/id/TuHPbUjf9cDpYzZ6.jpg|https://www.youtube.com/watch?v=LUhhNSz0Uiw;https://www.youtube.com/watch?v=QCtW06pVDqk|a89:100;a4:73;a31:44;a5:42;a62:39|top(Jasmine Sambac,n14,https://fimgs.net/mdimg/sastojci/t.14.jpg,1.0,5.0)middle(Cashmeran,n348,https://fimgs.net/mdimg/sastojci/t.348.jpg,0.74,2.5)base(Amber,n54,https://fimgs.net/mdimg/sastojci/t.54.jpg,0.99,3.9)|Dominique Ropion;p2;Laurent Bruyere;p48|<p>Alien by Mugler is a Oriental Woody fragrance for women. Alien was launched in 2005. Alien was created by Dominique Ropion and Laurent Bruyere. Top note is Jasmine Sambac; middle note is Cashmeran; base note is Amber. </p><p>Alien spreads an aura, and it claims the right to do that by its very name. Thirteen years after the huge success of Angel, Thierry Mugler challenges the world of perfumery once again.</p><p>Alien is a magic elixir captured in a bottle of deep and mysterious purple with the shape of a talisman, reminiscent of a philosopher's stone or some warlock object.</p><p>The creators of Alien based the composition on three main lines: warm, white amber in the base, woodsy notes in the heart, and sunny Indian jasmine in the top.</p>|4.00;34094|3600|love:15400:45.26;like:10400:30.4;ok:2000:5.88;dislike:5300:15.51;hate:1000:2.95|way_overpriced:481:6.0;overpriced:1700:20.0;ok:4600:53.0;good_value:1500:17.0;great_value:369:4.0|female:6500:68.0;more_female:2000:21.0;unisex:991:10.0;more_male:42:0.0;male:57:1.0|very_weak:221:1.0;weak:569:4.0;moderate:3200:21.0;long_lasting:5800:39.0;eternal:5100:34.0|intimate:622:4.0;moderate:3700:25.0;strong:6200:42.0;enormous:4200:29.0|winter:11300:93.31;spring:4900:40.53;summer:2900:23.5;fall:9400:77.1|day:5900:48.47;night:12100:100.0|pros(Unique and unusual,912,54;Long-lasting,839,30;Alluring and sensual,712,66;Head-turner,477,35;Distinctive and memorable signature scent,466,36;Enormous sillage and powerful scent trail,380,22;Iconic otherworldly solar-jasmine composition,11,1)cons(Not a safe blind buy,814,111;Lacks the softness of traditional florals,618,104;Might cause migraine and nausea,533,194;Too much jasmine for some,303,126;Heavy and claustrophobic over time,247,203;Noticeable synthetic 'grape candy' or medicinal opening,4,7;Recent reformulations reported to have reduced performance,2,4)|704;102584;11444;49661;6103;8766;36416;45639;78581;55460;705;54977;708;25095;91916;93266;53351;66393;61519;104941|18763;11552;2780;48304;5769;17654;42892;30767;23333;59293;32437;82489;43617;47423;42453;15452;31602;35983;11351;10325;101560;6616;121443;89599;74871;68354;59292;49503;53458;53459;51521;8194;6732;14221|6616:1000:170;15097:557:84;15452:563:345;53458:430:177;40562:316:51;89599:257:73;84460:211:30;42892:227:83;14221:224:105;62328:196:61;34589:389:509;38666:275:295;32437:146:43;31602:165:108;101560:121:45;15356:176:186;46999:106:46;28516:102:44;59211:85:12;69613:113:81|14982;704;215;253;611;209;1018;18453;214;485;1460;456;631;210;25324;218;413;53;1733;219|24231;24172;23030;22176;21811;21788;21750;21572;21465;21464;24364;24362;24351;24325;24359;24353;24361;24305;24347;24277;24360;24358;24350;24356;24331;24357;24345;24346;23688;24309
14982|https://www.fragrantica.com/perfume/Lancome/La-Vie-Est-Belle-14982.html|Lancôme;b31|La Vie Est Belle|2012|for women|LA VIE EST BELLE|https://fimgs.net/mdimg/perfume-thumbs/375x500.14982.jpg?t=1767794272|https://www.fragrantica.com/mdimg/perfume-social-cards/en-p_c_14982.jpeg|https://fimgs.net/mdimg/perfume-social-cards/en-p_c_14982.jpeg;https://fimgs.net/photogram/p1200/aq/rm/JRfqM7Mr9OkyTPev.jpg;https://fimgs.net/photogram/p1200/co/b9/dxTfqfNbsIVlqsGD.jpg;https://fimgs.net/photogram/p1200/i8/5f/ozdsECNsJeRRCRyL.jpg;https://fimgs.net/photogram/p1200/uv/ow/BOg5ywuYctmeoQRm.jpg;https://fimgs.net/photogram/p1200/xz/bb/AjPveJ8eBrKvbiaZ.jpg;https://fimgs.net/photogram/p1200/yz/zy/0Rg2fMnar03p4QyH.jpg;https://fimgs.net/photogram/p1200/wd/va/n4d5jZtKii9talSb.jpg;https://fimgs.net/photogram/p1200/vx/o6/TXbqvKNrEPIvrGRa.jpg;https://fimgs.net/photogram/p1200/im/uw/DkOndNoy4E1zpIeY.jpg;https://fimgs.net/photogram/p1200/tp/fm/2r3dlTUw7e6HxHiY.jpg;https://fimgs.net/photogram/p1200/kd/ax/vXZ7ljKiouDcDRnV.jpg;https://fimgs.net/photogram/p1200/2r/ni/kh0gqGBTpjLv4a5Y.jpg;https://fimgs.net/photogram/p1200/dt/ev/T3YBjtwFvn5GvzMY.jpg;https://fimgs.net/photogram/p1200/z4/5a/n5EIW0AaYeeYagxo.jpg;https://fimgs.net/photogram/p1200/gh/ex/6kjCUIBfOKNELKUF.jpg;https://fimgs.net/photogram/p1200/r8/lt/LpjkqgP6bsc3wTzs.jpg;https://fimgs.net/photogram/p1200/ad/h1/zz8gStk6xvJ8aDqB.jpg;https://fimgs.net/photogram/p1200/xa/id/zPtpnNqrnFMZeK9L.jpg;https://fimgs.net/photogram/p1200/zm/o7/umKkn91m38eUHnvY.jpg;https://fimgs.net/photogram/p1200/0n/xs/pmdC8LdPPhwLb9ny.jpg;https://fimgs.net/photogram/p1200/r6/co/3pGnLilML8vFWb8N.jpg;https://fimgs.net/photogram/p1200/wv/9t/adoOWreUTnb7008S.jpg;https://fimgs.net/photogram/p1200/tn/aa/hImMhXEUaWsdBi6X.jpg;https://fimgs.net/photogram/p1200/uy/ju/mrTokhcvlthcMyyn.jpg;https://fimgs.net/photogram/p1200/6z/yi/oeiOS7TqAppNCoky.jpg;https://fimgs.net/photogram/p1200/19/68/mOZpWexD6hn2z3F1.jpg;https://fimgs.net/photogram/p1200/kg/ui/0tyZDhv00aVP1wTj.jpg;https://fimgs.net/photogram/p1200/pv/tc/J3Cuvf3aQ6UgE9De.jpg;https://fimgs.net/photogram/p1200/gm/3p/giSDqCw23MU7yAFh.jpg;https://fimgs.net/photogram/p1200/rl/mh/g6SxjdIBzXLEplbm.jpg;https://fimgs.net/photogram/p1200/ir/c1/LtYoJJ8TaOp2kxOs.jpg;https://fimgs.net/photogram/p1200/pa/9k/ROz5DHpRhqOFpeNU.jpg;https://fimgs.net/photogram/p1200/bn/ux/yvBBsI1GhgGJb2kd.jpg;https://fimgs.net/photogram/p1200/qo/6v/6VtWBaChQs8DUTGz.jpg;https://fimgs.net/photogram/p1200/uk/h8/kywBxHXo9HIb9XJM.jpg;https://fimgs.net/photogram/p1200/bp/ap/rYy2jdqWPtAHCoNU.jpg;https://fimgs.net/photogram/p1200/5v/k6/wq4AzX8jsDXWTRup.jpg;https://fimgs.net/photogram/p1200/97/2l/mygH4OjB2b6hwgG5.jpg;https://fimgs.net/photogram/p1200/ov/yv/po5cYtoc8FtRUpEf.jpg;https://fimgs.net/photogram/p1200/ht/qz/O461QQdl6gryPdsp.jpg;https://fimgs.net/photogram/p1200/or/uu/ISqId65NJICjkwvw.jpg;https://fimgs.net/photogram/p1200/lx/uq/5oL3KT7zD2M4hljF.jpg;https://fimgs.net/photogram/p1200/a1/ll/CQXIdJCt6fY9c1sM.jpg;https://fimgs.net/photogram/p1200/il/9l/zHDqrQ3droot86BI.jpg;https://fimgs.net/photogram/p1200/mc/9t/g7DaROfsjdyp3ktj.jpg;https://fimgs.net/photogram/p1200/4w/qt/pw1ZJxJYv6Hn2MNY.jpg;https://fimgs.net/photogram/p1200/zw/7a/rtaGyPi6joXvl3FO.jpg;https://fimgs.net/photogram/p1200/9h/4s/CFTgtIduNUmBvao3.jpg;https://fimgs.net/photogram/p1200/js/bg/DZMN6arQPlDfxvDz.jpg;https://fimgs.net/photogram/p1200/f9/pl/344UzrvwkfUy9xv9.jpg||a75:100;a81:82;a35:66;a59:58;a91:57;a89:54;a62:53;a43:49;a30:49;a86:48|top(Black Currant,n132,https://fimgs.net/mdimg/sastojci/t.132.jpg,0.92,3.42;Pear,n182,https://fimgs.net/mdimg/sastojci/t.182.jpg,0.84,2.98)middle(Iris,n11,https://fimgs.net/mdimg/sastojci/t.11.jpg,0.86,3.1;Jasmine,n14,https://fimgs.net/mdimg/sastojci/t.14.jpg,0.76,2.6;Orange Blossom,n16,https://fimgs.net/mdimg/sastojci/t.16.jpg,0.74,2.5)base(Praline,n198,https://fimgs.net/mdimg/sastojci/t.198.jpg,1.0,5.0;Vanilla,n74,https://fimgs.net/mdimg/sastojci/t.74.jpg,1.0,4.67;Patchouli,n34,https://fimgs.net/mdimg/sastojci/t.34.jpg,0.98,3.83;Tonka Bean,n73,https://fimgs.net/mdimg/sastojci/t.73.jpg,0.87,3.15)|Dominique Ropion;p2;Olivier Polge;p23;Anne Flipo;p118|<p>La Vie Est Belle by Lancôme is a Floral Fruity Gourmand fragrance for women. La Vie Est Belle was launched in 2012. La Vie Est Belle was created by Olivier Polge, Dominique Ropion and Anne Flipo. Top notes are Black Currant and Pear; middle notes are Iris, Jasmine and Orange Blossom; base notes are Praline, Vanilla, Patchouli and Tonka Bean. </p><p>La Vie Est Belle is a new Lancome fragrance, available on the market from fall 2012. The concept of this fragrance is centered on the idea of natural and simple beauty, freedom from conventions and the choice of once own vision of happiness. The fragrance is a kind of outlook on life, inspired by joy and pleasure in small things.</p><p>This gourmand yet elegant composition is developed by perfumers Olivier Polge, Dominique Ropion and Anne Flipo. The final formula is the result achieved after three years of probation and 5000 versions. Iris is the key ingredient of the perfume, surrounded by orange blossoms and jasmine in the heart. The composition’s opening provides fruity flavors of black currant and pear, while the base is warm, gourmand and powdery due to almond-like accords of tonka bean, praline, patchouli and vanilla.</p><p>The flacon is a redesigned version of the classic Lancome bottle from 1949. Actress Julia Roberts is the face of the campaign, shot by director Tarsem Singh.</p><p>It is available in EDP concentration.</p>|3.65;33735|3000|love:11000:32.62;like:10700:31.73;ok:2600:7.79;dislike:8000:23.6;hate:1400:4.27|way_overpriced:564:6.0;overpriced:2200:24.0;ok:4700:52.0;good_value:1300:15.0;great_value:284:3.0|female:9000:93.0;more_female:501:5.0;unisex:123:1.0;more_male:24:0.0;male:43:0.0|very_weak:267:2.0;weak:706:4.0;moderate:3800:24.0;long_lasting:6200:39.0;eternal:4800:30.0|intimate:800:5.0;moderate:4500:29.0;strong:6600:42.0;enormous:3800:24.0|winter:10400:100.0;spring:5800:55.46;summer:3200:31.21;fall:9000:86.17|day:8900:85.31;night:9100:87.04|pros(Alluring feminine pretty and sweet,598,71;Warm elegant and sophisticated,547,92;Exceptional longevity when applied sparingly,495,30;Tends to receive compliments,273,48;Modern classic with mass appeal,222,26;Delicious and captivating fruity opening,231,70;Soft patchouli note in drydown,206,53;Best worn during autumn season,172,82;High performance with massive scent projection,11,0;Versatile appeal across all age groups,7,2)cons(Overspraying can cause headaches,638,93;Becoming too popular and ubiquitous,430,145;Can be aggressively sweet and cloying,414,241;May have an unpleasant odor on certain individuals,177,102;May be perceived as a generic mall scent,10,6)|174;81792;67578;58825;101224;11721;172;74137;55795;170;71512;89120;75278;184;39739;62333;29157;48019;101792;171|53345;89903;43422;60611;25727;75736;49885;45892;33649;51330;95856;34039;69175;84073;31181;59326;79754;56050;76394;79245;106297;35493;18639;77468;69928;66830;59656;34040;22980;72050;50931;73903;42189;65156;109311;22333;52414;48461|1460:1800:2000;18639:679:118;31181:538:179;24307:529:290;36086:404:100;21974:405:127;35806:447:218;45152:391:209;25727:281:113;36210:243:95;22333:216:49;87256:197:40;35493:204:82;35001:186:58;58926:234:156;35896:197:83;72050:171:73;79245:191:133;22980:161:76;31027:155:73|485;704;8069;219;210;31666;12426;1460;1733;631;43297;611;25324;170;253;1018;29157;18453;707;39681|24289;24126;24004;23866;23853;23507;23257;23141;22991;22927;24369;24345;24360;24368;24366;24365;24361;24350;24335;22304;23300;24356;5243;24331;24362;24364;24327;24351;24325;24353
