pid|url|brand|name|year|gender|collection|main_photo|info_card|user_photoes|accords|notes_pyramid|perfumers|description|rating|appreciation|price_value|ownership|gender_votes|longevity|sillage|season|time_of_day|by_designer|in_collection|reminds_of|also_like|news_ids
219|https://www.fragrantica.com/perfume/Dior/Hypnotic-Poison-219.html|Dior;https://www.fragrantica.com/designers/Dior.html;https://fimgs.net/mdimg/dizajneri/m.160.jpg|Hypnotic Poison|1998|for women|Poison|https://fimgs.net/mdimg/perfume-thumbs/375x500.219.jpg|https://www.fragrantica.com/mdimg/perfume-social-cards/en-p_c_219.jpeg|https://fimgs.net/mdimg/perfume-social-cards/en-p_c_219.jpeg;https://fimgs.net/photogram/p1200/ja/ot/inD4IRyjVUozDEMn.jpg;https://fimgs.net/photogram/p1200/da/gd/oeKjP5P6OZaIyCD6.jpg;https://fimgs.net/photogram/p1200/2f/yq/cEuX1otRwTJJwVdc.jpg;https://fimgs.net/photogram/p1200/zc/pg/G8XnZ85xxtYEgHUA.jpg;https://fimgs.net/photogram/p1200/mr/jt/6Wo5T4dDkLPLmr8u.jpg;https://fimgs.net/photogram/p1200/pd/vt/XfxpO2jzOgtOJ4Xf.jpg;https://fimgs.net/photogram/p1200/mq/in/30XPBxQp9Ppy9oSI.jpg;https://fimgs.net/photogram/p1200/ov/hf/XypzkOOaL90h6qTG.jpg;https://fimgs.net/photogram/p1200/v6/2u/38e8SIdEAQi5DBTC.jpg;https://fimgs.net/photogram/p1200/li/gi/s0BwJpiFshoyIT5o.jpg;https://fimgs.net/photogram/p1200/eg/5f/DIqHHnOt2zqIISL7.jpg;https://fimgs.net/photogram/p1200/qh/9d/P9fi7GSpm5S3aX9c.jpg;https://fimgs.net/photogram/p1200/dt/gz/3402GPxDra5MDz7L.jpg;https://fimgs.net/photogram/p1200/3s/lp/6lZac9TtqrAG4P4H.jpg;https://fimgs.net/photogram/p1200/sr/i4/N6hkdpek6avHJdWS.jpg;https://fimgs.net/photogram/p1200/nb/nv/Tl6M0D8IMiDNq1v6.jpg;https://fimgs.net/photogram/p1200/6o/oz/Pa0FISHZzvhG6Da9.jpg;https://fimgs.net/photogram/p1200/9k/l5/Nt09feGIHVsjBfqe.jpg;https://fimgs.net/photogram/p1200/ip/hw/SH2VsA9jeBf6byBG.jpg;https://fimgs.net/photogram/p1200/gm/xg/nj4XMgRHwSULynCD.jpg;https://fimgs.net/photogram/p1200/6d/sm/iIlGe5fqVV3hGSex.jpg;https://fimgs.net/photogram/p1200/2c/ib/RLpg5vOUoY7J1YB9.jpg;https://fimgs.net/photogram/p1200/ek/10/Ms916W6gzwhDejDM.jpg;https://fimgs.net/photogram/p1200/oa/si/pRAPI9I3drjo5gKo.jpg;https://fimgs.net/photogram/p1200/jc/pa/QK7n0ASz5C5LS0zz.jpg;https://fimgs.net/photogram/p1200/xi/mu/JmNy8RNsu9kcZ9gk.jpg;https://fimgs.net/photogram/p1200/c1/q8/79CA3b8jHtOQ7jEw.jpg;https://fimgs.net/photogram/p1200/ge/oe/CqUWCIYT3nQkz4uZ.jpg;https://fimgs.net/photogram/p1200/ug/vl/B0JmNILtoz7W6SfX.jpg;https://fimgs.net/photogram/p1200/0h/cb/I7IgCkZPcEJgHYVX.jpg;https://fimgs.net/photogram/p1200/qh/pn/yaVmSXUguE6niXH3.jpg;https://fimgs.net/photogram/p1200/k9/to/54VJwIWGvNQJVLTI.jpg;https://fimgs.net/photogram/p1200/wb/bd/0qV5lImLyIFKKfT1.jpg;https://fimgs.net/photogram/p1200/hr/xe/GzOi4ZPNDfIkud8f.jpg;https://fimgs.net/photogram/p1200/np/r2/uDUHmP6i50M9t0vD.jpg;https://fimgs.net/photogram/p1200/tk/wa/CdKAYQN49ev0IFIt.jpg;https://fimgs.net/photogram/p1200/9c/4i/SqYt1sAE2OemKWX8.jpg;https://fimgs.net/photogram/p1200/ss/qv/ih92S1hu8CGT4wUS.jpg;https://fimgs.net/photogram/p1200/se/u7/LYu7nIqtwTsH6WwP.jpg;https://fimgs.net/photogram/p1200/qc/3u/Kq2HtopETuLYFdZ4.jpg;https://fimgs.net/photogram/p1200/po/7k/Rjdub8LAAosFaaxR.jpg;https://fimgs.net/photogram/p1200/s7/rn/SagLDWiW0V0Wa8jp.jpg;https://fimgs.net/photogram/p1200/kl/mg/5LmDdeuZpMiXpaKR.jpg;https://fimgs.net/photogram/p1200/5z/zn/uDw3EYUwDqcWGf4r.jpg;https://fimgs.net/photogram/p1200/b6/ov/2b58GTaQvjjWcxd2.jpg;https://fimgs.net/photogram/p1200/ra/1h/YQjbOPrpcsuNG4P2.jpg;https://fimgs.net/photogram/p1200/nl/jr/v72LBo0PDOB5jzti.jpg;https://fimgs.net/photogram/p1200/wb/3m/7XuO1mZqv6WGv3kr.jpg;https://fimgs.net/photogram/p1200/yx/xm/tQ0MJjlaB16ufhmI.jpg;https://fimgs.net/photogram/p1200/6f/r7/BJtojxO2DwklBpqY.jpg|vanilla:100:#FFFEC0:#000000;sweet:86:#EE363B:#FFFFFF;almond:85:#F1E3C5:#000000;fruity:74:#FC4B29:#000000;nutty:69:#B4955F:#000000;powdery:68:#EEDDCC:#000000;woody:62:#774414:#FFFFFF;coconut:60:#F1E8D4:#000000;white-floral:53:#EDF2FB:#000000;balsamic:50:#AD8359:#000000|top(Coconut,https://www.fragrantica.com/notes/Coconut-138.html,https://fimgs.net/mdimg/sastojci/t.138.jpg;Plum,https://www.fragrantica.com/notes/Plum-171.html,https://fimgs.net/mdimg/sastojci/t.171.jpg;Apricot,https://www.fragrantica.com/notes/Apricot-175.html,https://fimgs.net/mdimg/sastojci/t.175.jpg)middle(Brazilian Rosewood,https://www.fragrantica.com/notes/Brazilian-Rosewood-110.html,https://fimgs.net/mdimg/sastojci/t.110.jpg;Jasmine,https://www.fragrantica.com/notes/Jasmine-14.html,https://fimgs.net/mdimg/sastojci/t.14.jpg;Tuberose,https://www.fragrantica.com/notes/Tuberose-25.html,https://fimgs.net/mdimg/sastojci/t.25.jpg;Caraway,https://www.fragrantica.com/notes/Caraway-121.html,https://fimgs.net/mdimg/sastojci/t.121.jpg;Rose,https://www.fragrantica.com/notes/Rose-105.html,https://fimgs.net/mdimg/sastojci/t.105.jpg;Lily-of-the-Valley,https://www.fragrantica.com/notes/Lily-of-the-Valley-109.html,https://fimgs.net/mdimg/sastojci/t.109.jpg)base(Vanilla,https://www.fragrantica.com/notes/Vanilla-74.html,https://fimgs.net/mdimg/sastojci/t.74.jpg;Almond,https://www.fragrantica.com/notes/Almond-130.html,https://fimgs.net/mdimg/sastojci/t.130.jpg;Sandalwood,https://www.fragrantica.com/notes/Sandalwood-33.html,https://fimgs.net/mdimg/sastojci/t.33.jpg;Musk,https://www.fragrantica.com/notes/Musk-4.html,https://fimgs.net/mdimg/sastojci/t.4.jpg)|Annick Menardo,https://www.fragrantica.com/noses/Annick_Menardo.html,https://frgs.me/mdimg/nosevi/fit.61.jpg|<p>Hypnotic Poison by Dior is a Oriental Vanilla fragrance for women. Hypnotic Poison was launched in 1998. The nose behind this fragrance is Annick Menardo. Top notes are Coconut, Plum and Apricot; middle notes are Brazilian Rosewood, Jasmine, Tuberose, Caraway, Rose and Lily-of-the-Valley; base notes are Vanilla, Almond, Sandalwood and Musk. </p>|4.09;28578|love:100.00;like:58.41;ok:10.10;dislike:29.91;hate:4.21|way_overpriced:486;overpriced:1663;ok:3335;good_value:861;great_value:208|have_it:43.26;had_it:20.70;want_it:36.04|female:5546;more_female:1141;unisex:380;more_male:26;male:34|very_weak:337;weak:729;moderate:3185;long_lasting:4295;eternal:2731|intimate:1021;moderate:4118;strong:4397;enormous:1870|winter:100.00;spring:20.54;summer:13.20;fall:72.89|day:37.62;night:97.52|31861;68415;27417;48100;13016;228;48387;23280;56324;68905;65551;68198;89584;58714;210;101016;101596;23099;71326;72062|3909;17218;11402;65948;796;99474;53831;9600;29212;35561;214;3911;48031;53830;220;1282;218;78485;34811;42581;11401;53828;41809;23098|16938;31255;11402;53643;32580;69819;3889;74914;9600;3911;85038;6714;63463;34936;7146;40461;7561;57210;23098;664|25324;707;170;14982;1460;704;253;1018;209;215;456;43297;214;611;631;218;210;53;664;485|23836;23781;23740;21853;21843;21750;21499;21372;21339;21223
485|https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-485.html|Dolce&Gabbana;https://www.fragrantica.com/designers/Dolce-Gabbana.html;https://fimgs.net/mdimg/dizajneri/m.56.jpg|Light Blue|2001|for women|LIGHT BLUE BY DOLCE&GABBANA|https://fimgs.net/mdimg/perfume-thumbs/375x500.485.jpg|https://www.fragrantica.com/mdimg/perfume-social-cards/en-p_c_485.jpeg|https://fimgs.net/mdimg/perfume-social-cards/en-p_c_485.jpeg;https://fimgs.net/photogram/p1200/kv/xs/b1N8hBI9CPWJm52u.jpg;https://fimgs.net/photogram/p1200/2u/xl/DZSrlnRb27WtN7Xw.jpg;https://fimgs.net/photogram/p1200/0w/bg/Sc6LuYQXNkqafT1C.jpg;https://fimgs.net/photogram/p1200/zu/u6/alY393JKhYVO2kxV.jpg;https://fimgs.net/photogram/p1200/yn/07/etKZC17ro940Tno2.jpg;https://fimgs.net/photogram/p1200/31/sq/DwbILRG2Y6QOlWey.jpg;https://fimgs.net/photogram/p1200/be/ap/U4DgFRc3hBy79AfG.jpg;https://fimgs.net/photogram/p1200/4j/an/T8SNk90HFgPnsnlJ.jpg;https://fimgs.net/photogram/p1200/vb/wd/A6eq4PZVFOp9xPYV.jpg;https://fimgs.net/photogram/p1200/dr/4k/iiEUx13qwUzFONyO.jpg;https://fimgs.net/photogram/p1200/ob/x9/bVM54Mbu6O39YXex.jpg;https://fimgs.net/photogram/p1200/pw/ho/ETHl8VdCwSQjj0IP.jpg;https://fimgs.net/photogram/p1200/yc/ve/2TebkSLecNTmL7zL.jpg;https://fimgs.net/photogram/p1200/k7/sl/L6dILh00jSNg69dE.jpg;https://fimgs.net/photogram/p1200/ry/aa/eAYTY6tIFma4PAEX.jpg;https://fimgs.net/photogram/p1200/ym/9v/VdtSJTjHlw8vRW77.jpg;https://fimgs.net/photogram/p1200/42/oc/ldWltAAgZJgYTf9m.jpg;https://fimgs.net/photogram/p1200/ty/bw/NBQRpdb10H652HlL.jpg;https://fimgs.net/photogram/p1200/hj/0d/laaVHxwf4GGFs4BX.jpg;https://fimgs.net/photogram/p1200/nf/to/U8UYZE9heyp5uNGX.jpg;https://fimgs.net/photogram/p1200/56/zn/X5Ituldxdi7dGDvh.jpg;https://fimgs.net/photogram/p1200/cy/aw/xAhE9Xw7VwgxjURL.jpg;https://fimgs.net/photogram/p1200/ma/io/1FGwRFkIOZwPr16e.jpg;https://fimgs.net/photogram/p1200/xx/fr/Conc2bXAvH1oBgo4.jpg;https://fimgs.net/photogram/p1200/hi/d6/icEXTeUVh6apOh7L.jpg;https://fimgs.net/photogram/p1200/ud/lu/RD62tV8yYNaUvl6S.jpg;https://fimgs.net/photogram/p1200/qy/z2/TbIGfLpRjpvT0SFb.jpg;https://fimgs.net/photogram/p1200/ea/ub/PJS3jHGgDL1JTnba.jpg;https://fimgs.net/photogram/p1200/pa/38/wop3y6dk9E14CP1x.jpg;https://fimgs.net/photogram/p1200/fk/dz/pySNcUj6vgIxaaCR.jpg;https://fimgs.net/photogram/p1200/vk/fr/tEp6mSzgcBkI8vFs.jpg;https://fimgs.net/photogram/p1200/iq/ce/e4xwBzQUr5R1Q1DI.jpg;https://fimgs.net/photogram/p1200/yl/iy/X8pZAgeU56P7rh4M.jpg;https://fimgs.net/photogram/p1200/7p/bj/C2UFS4idgDipzkDX.jpg;https://fimgs.net/photogram/p1200/ty/by/wq9aDtIXfgwmAvRT.jpg;https://fimgs.net/photogram/p1200/bs/j2/dGZzYUBW0KZcVbCW.jpg;https://fimgs.net/photogram/p1200/kh/ng/hHN9fRrDSQtLmM0R.jpg;https://fimgs.net/photogram/p1200/cm/na/cN3GyrkKDTIoSCHc.jpg;https://fimgs.net/photogram/p1200/6f/l1/yB9LRJWiWsCEBgFX.jpg;https://fimgs.net/photogram/p1200/z5/mh/WLK61HqjEQii0B8Z.jpg;https://fimgs.net/photogram/p1200/5f/qs/7E6hOK99JAn3NKce.jpg;https://fimgs.net/photogram/p1200/bb/zt/Dt3g53agSPIMEtWW.jpg;https://fimgs.net/photogram/p1200/he/ov/O72l4h3h3PLHfMpk.jpg;https://fimgs.net/photogram/p1200/sx/ot/N9qQTtHKTGUHaaB3.jpg;https://fimgs.net/photogram/p1200/pe/ue/4D3F8gXYy0fLHNhg.jpg|citrus:100:#F9FF52:#000000;woody:75:#774414:#FFFFFF;fresh:63:#9BE5ED:#000000;fruity:59:#FC4B29:#000000;aromatic:54:#37A089:#000000;musky:49:#E7D8EA:#000000;powdery:47:#EEDDCC:#000000;green:44:#0E8C1D:#FFFFFF|top(Sicilian Lemon,https://www.fragrantica.com/notes/Lemon-77.html,https://fimgs.net/mdimg/sastojci/t.77.jpg;Apple,https://www.fragrantica.com/notes/Apple-146.html,https://fimgs.net/mdimg/sastojci/t.146.jpg;Cedar,https://www.fragrantica.com/notes/Cedar-41.html,https://fimgs.net/mdimg/sastojci/t.41.jpg;Bellflower,https://www.fragrantica.com/notes/Bellflower-293.html,https://fimgs.net/mdimg/sastojci/t.293.jpg)middle(Bamboo,https://www.fragrantica.com/notes/Bamboo-42.html,https://fimgs.net/mdimg/sastojci/t.42.jpg;Jasmine,https://www.fragrantica.com/notes/Jasmine-14.html,https://fimgs.net/mdimg/sastojci/t.14.jpg;White Rose,https://www.fragrantica.com/notes/Rose-105.html,https://fimgs.net/mdimg/sastojci/t.105.jpg)base(Cedar,https://www.fragrantica.com/notes/Cedar-41.html,https://fimgs.net/mdimg/sastojci/t.41.jpg;Musk,https://www.fragrantica.com/notes/Musk-4.html,https://fimgs.net/mdimg/sastojci/t.4.jpg;Amber,https://www.fragrantica.com/notes/Amber-54.html,https://fimgs.net/mdimg/sastojci/t.54.jpg)|Olivier Cresp,https://www.fragrantica.com/noses/Olivier_Cresp.html,https://frgs.me/mdimg/nosevi/fit.35.jpg|<p>Light Blue by Dolce&amp;Gabbana is a Floral Fruity fragrance for women. Light Blue was launched in 2001. The nose behind this fragrance is Olivier Cresp. Top notes are Sicilian Lemon, Apple, Cedar and Bellflower; middle notes are Bamboo, Jasmine and White Rose; base notes are Cedar, Musk and Amber. </p><p>Dolce &amp; Gabbana Light blue is a casual and breezy, sparkling fruity-floral scent that evokes the spirit of the Sicilian summer.</p><p>Mouth-watering and fresh notes of lime and cedar are bringing an image of the South woods on the seashore. A very popular summer fragrance. Launched in 2001.</p>|3.86;33959|love:76.24;like:100.00;ok:16.45;dislike:41.10;hate:3.98|way_overpriced:423;overpriced:1595;ok:3718;good_value:1586;great_value:299|have_it:43.17;had_it:41.22;want_it:15.61|female:3403;more_female:2448;unisex:3042;more_male:152;male:92|very_weak:1072;weak:2949;moderate:6186;long_lasting:1861;eternal:514|intimate:3217;moderate:6624;strong:1856;enormous:530|winter:11.35;spring:54.76;summer:100.00;fall:12.72|day:95.83;night:11.99|31909;15336;698;15335;84951;56358;59312;6086;89376;59313;48151;28935;2056;63485;51249;113886;62311;101353;78873;96028|80376;66555;29959;60038;23619;104985;80377;29960;104639;1068;44034;23620;44035;54493;14799;36601;72621;104638;36602;66556;49202;72622;54494;14800;60037;49201;104984|84718;80376;15280;6272;49201;30045;9200;30500;33237;909;44034;58713;3767;27679;644;47872;36910;3116;3183;728|25324;988;707;698;8442;14982;704;6086;253;209;413;611;631;219;1483;632;210;1733;8069;728|23896;23532;23260;23088;22952;22811;22583;22326;21854;21706
611|https://www.fragrantica.com/perfume/Chanel/Coco-Mademoiselle-611.html|Chanel;https://www.fragrantica.com/designers/Chanel.html;https://fimgs.net/mdimg/dizajneri/m.30.jpg|Coco Mademoiselle|2001|for women|Coco Mademoiselle|https://fimgs.net/mdimg/perfume-thumbs/375x500.611.jpg|https://www.fragrantica.com/mdimg/perfume-social-cards/en-p_c_611.jpeg|https://fimgs.net/mdimg/perfume-social-cards/en-p_c_611.jpeg;https://fimgs.net/photogram/p1200/xt/2o/4L5UqIaB5UqDczD9.jpg;https://fimgs.net/photogram/p1200/kp/db/ltxZ51wRKO7r5L64.jpg;https://fimgs.net/photogram/p1200/tq/48/HTJj9MJt3Dqwr4bb.jpg;https://fimgs.net/photogram/p1200/og/we/YMMlLC1Y9EW8eJ7I.jpg;https://fimgs.net/photogram/p1200/da/7u/uP3WwtJTN1Nnn0mH.jpg;https://fimgs.net/photogram/p1200/ay/7x/T9y5CUAiXX5PTK7a.jpg;https://fimgs.net/photogram/p1200/ur/y7/uMPRY8rqI17RRHKa.jpg;https://fimgs.net/photogram/p1200/mz/fa/WyeYCnz07rSjL7x9.jpg;https://fimgs.net/photogram/p1200/xz/zy/XoGaOiYS3lC471r2.jpg;https://fimgs.net/photogram/p1200/2y/4v/HaDQLYmS3pO1M6FS.jpg;https://fimgs.net/photogram/p1200/ok/tj/Vdqs8GryyoJ8Whg3.jpg;https://fimgs.net/photogram/p1200/gd/7z/GK5Bj5dGCmY59pw9.jpg;https://fimgs.net/photogram/p1200/nj/bh/2GjAPHmZxdDGagdN.jpg;https://fimgs.net/photogram/p1200/jp/kb/JCNU4taOhzeJkl3l.jpg;https://fimgs.net/photogram/p1200/hc/cq/I5nkPwajqovlgcZH.jpg;https://fimgs.net/photogram/p1200/f6/ng/ww9Zl40jjaR1ZNpz.jpg;https://fimgs.net/photogram/p1200/xh/xb/NH0AKm9i8dsH19my.jpg;https://fimgs.net/photogram/p1200/1p/yc/RjWxZBa3DJ8IARCq.jpg;https://fimgs.net/photogram/p1200/ty/8p/R0zwt59xbaF3zOd0.jpg;https://fimgs.net/photogram/p1200/lm/hn/RSxPcOAZptt871NV.jpg;https://fimgs.net/photogram/p1200/0c/cz/oX5KLgzP4GxBs6oN.jpg;https://fimgs.net/photogram/p1200/uz/bm/VN6j2RLyWxhBuljB.jpg;https://fimgs.net/photogram/p1200/x0/0g/M1sEPHMQYehDAAIm.jpg;https://fimgs.net/photogram/p1200/vn/yy/deS4IeVCgrPLYdJy.jpg;https://fimgs.net/photogram/p1200/vw/qg/Dhg2NsMNLhrfhArX.jpg;https://fimgs.net/photogram/p1200/rk/cf/lboqL1eVOJY6VQZO.jpg;https://fimgs.net/photogram/p1200/fx/ou/ZA1NZOTBXMF3icY3.jpg;https://fimgs.net/photogram/p1200/5j/os/SjIAhWt0wYA4zoUd.jpg;https://fimgs.net/photogram/p1200/ap/p3/5LiBcgoGBgcpJ8E9.jpg;https://fimgs.net/photogram/p1200/6t/ip/6vyhlLWdhsPi31PF.jpg;https://fimgs.net/photogram/p1200/f2/ry/7EWrh3Ix7WdMX9vD.jpg;https://fimgs.net/photogram/p1200/5c/ba/WoIesTgskLEcUy3f.jpg;https://fimgs.net/photogram/p1200/8a/ri/zW8t9FXN13MOQUMS.jpg;https://fimgs.net/photogram/p1200/7e/jw/CXw5t2O0fsPu8SZo.jpg;https://fimgs.net/photogram/p1200/9m/ju/0iznRi3RTAcbdiHP.jpg;https://fimgs.net/photogram/p1200/mh/zu/TTeh0gHkBVvChzv3.jpg;https://fimgs.net/photogram/p1200/gx/xs/rAzhNThmNlh5mLA6.jpg;https://fimgs.net/photogram/p1200/uk/op/Rbvq0wtsyhFhyYpI.jpg;https://fimgs.net/photogram/p1200/es/nw/V1nnkpOBdPOVkloU.jpg;https://fimgs.net/photogram/p1200/pp/9o/wTTVAwrMrZw5rhzh.jpg;https://fimgs.net/photogram/p1200/s7/pk/jOSjMCw4LBh00ied.jpg;https://fimgs.net/photogram/p1200/3u/s3/TUcqujN6u7L2epvd.jpg;https://fimgs.net/photogram/p1200/cr/qk/da7UuRhMtTG8yafF.jpg|citrus:100:#F9FF52:#000000;woody:63:#774414:#FFFFFF;patchouli:63:#63652E:#FFFFFF;sweet:62:#EE363B:#FFFFFF;white-floral:59:#EDF2FB:#000000;rose:53:#FE016B:#FFFFFF;earthy:49:#544838:#FFFFFF;vanilla:48:#FFFEC0:#000000;warm-spicy:48:#CC3300:#FFFFFF;yellow-floral:48:#FFDC10:#000000|top(Orange,https://www.fragrantica.com/notes/Orange-80.html,https://fimgs.net/mdimg/sastojci/t.80.jpg;Mandarin Orange,https://www.fragrantica.com/notes/Mandarin-Orange-82.html,https://fimgs.net/mdimg/sastojci/t.82.jpg;Bergamot,https://www.fragrantica.com/notes/Bergamot-75.html,https://fimgs.net/mdimg/sastojci/t.75.jpg;Orange Blossom,https://www.fragrantica.com/notes/Orange-Blossom-16.html,https://fimgs.net/mdimg/sastojci/t.16.jpg)middle(Turkish Rose,https://www.fragrantica.com/notes/Rose-105.html,https://fimgs.net/mdimg/sastojci/t.105.jpg;Jasmine,https://www.fragrantica.com/notes/Jasmine-14.html,https://fimgs.net/mdimg/sastojci/t.14.jpg;Mimosa,https://www.fragrantica.com/notes/Mimosa-167.html,https://fimgs.net/mdimg/sastojci/t.167.jpg;Ylang-Ylang,https://www.fragrantica.com/notes/Ylang-Ylang-24.html,https://fimgs.net/mdimg/sastojci/t.24.jpg)base(Patchouli,https://www.fragrantica.com/notes/Patchouli-34.html,https://fimgs.net/mdimg/sastojci/t.34.jpg;White Musk,https://www.fragrantica.com/notes/Musk-4.html,https://fimgs.net/mdimg/sastojci/t.4.jpg;Vanilla,https://www.fragrantica.com/notes/Vanilla-74.html,https://fimgs.net/mdimg/sastojci/t.74.jpg;Vetiver,https://www.fragrantica.com/notes/Vetiver-2.html,https://fimgs.net/mdimg/sastojci/t.2.jpg;Tonka Bean,https://www.fragrantica.com/notes/Tonka-Bean-73.html,https://fimgs.net/mdimg/sastojci/t.73.jpg;Opoponax,https://www.fragrantica.com/notes/Opoponax-37.html,https://fimgs.net/mdimg/sastojci/t.37.jpg)|Jacques Polge,https://www.fragrantica.com/noses/Jacques_Polge.html,https://frgs.me/mdimg/nosevi/fit.134.jpg|"<p>Coco Mademoiselle by Chanel is a Oriental Floral fragrance for women. Coco Mademoiselle was launched in 2001. The nose behind this fragrance is Jacques Polge. Top notes are Orange, Mandarin Orange, Bergamot and Orange Blossom; middle notes are Turkish Rose, Jasmine, Mimosa and Ylang-Ylang; base notes are Patchouli, White Musk, Vanilla, Vetiver, Tonka Bean and Opoponax. This perfume is the winner of award FiFi Award Best National Advertising Campaign / TV 2008.</p><p style=""display: block; background-color: rgb(229, 232, 237); border-radius: 0.5rem; padding: 0.5rem;"">Disclaimer: Fragrantica is an independent platform and is not affiliated with or endorsed by Chanel. We do not control or verify the content of third-party websites, including the authenticity of products they list. Please exercise caution and independently verify all details with official sources before making a purchase.</p><p>Many items for sale on</p>"|4.11;31900|love:100.00;like:78.35;ok:11.63;dislike:27.24;hate:3.23|way_overpriced:937;overpriced:2096;ok:2901;good_value:626;great_value:189|have_it:48.96;had_it:24.86;want_it:26.18|female:6014;more_female:839;unisex:298;more_male:27;male:56|very_weak:279;weak:592;moderate:3254;long_lasting:4960;eternal:3458|intimate:792;moderate:4336;strong:5133;enormous:2312|winter:69.57;spring:85.75;summer:48.38;fall:80.90|day:100.00;night:67.95|25967;607;8069;113429;40069;104610;49912;61036;28942;9099;38543;2653;1483;614;90434;83980;15963;14669;41783;95753|46211;612;114251;79638;66700;48310;62194;14957;6928|1499;46074;24965;27655;610;27037;15090;6928;17478;17796;57588;48310;612;15963;62194;6492;31351;24605;11588;14957|25324;707;14982;1460;704;253;1018;610;209;609;215;214;631;219;1483;15963;210;1733;485;8069|24046;23961;23958;23853;23380;22402;21750;21706;21700;21626
